,pc,ld,m0,m1,m2,m3,m4,m5,m6,m7,m8,m9,m10,m11,m12,m13,m14,ma,pred
9661,2,148.86,0.0,8.8,52.5,14.5024,133.7385,12.8936,187.698,8.0464,193.2735,8.9616,173.88,14.8512,122.9445,12.8024,163.569,0,0
9662,1,87.39,136.5,3.2,52.5,14.244,121.401,13.872,164.7975,10.1032,182.5005,9.7424,168.5355,16.0,103.8345,12.228,174.7305,3,0
9663,2,88.7,21.0,10.4,84.0,14.0928,127.113,13.7088,195.447,9.2416,235.053,10.6968,158.0355,14.7144,117.0855,13.5272,153.447,0,0
9664,0,100.3,84.0,5.6,84.0,15.2384,127.05,14.1128,184.1385,8.8056,208.9185,8.5968,169.2395625349097,13.7592,113.8515,11.6376,158.613,2,0
9665,4,122.24,84.0,6.4,136.5,15.3856,107.667,12.46,170.814,8.2344,192.6015,8.3152,172.662,16.3928,127.197,11.7712,168.693,1,0
9666,0,105.69,84.0,6.4,63.0,15.0424,124.9605,14.1304,160.251,8.5664,200.5815,8.94,162.5925,16.9072,134.421,13.2128,143.304,2,0
9667,1,109.78,84.0,0.8,63.0,14.3296,123.312,13.7608,164.955,10.2088,193.2525,8.9576,174.1845,16.6648,133.098,13.18,173.628,3,1
9668,3,123.31,63.0,5.6,73.5,14.4728,125.433,13.4112,176.337,9.6072,203.0805,9.7184,154.413,15.052,135.3135,12.0752,173.2605,3,0
9669,2,141.36,21.0,12.0,73.5,15.2096,128.016,13.9448,186.0285,9.6152,187.593,8.9384,182.511,13.4096,142.1385,14.0376,165.501,0,1
9670,4,153.18,94.5,6.4,126.0,15.7368,123.795,12.7,195.5415,9.816,218.736,8.548,182.784,16.7104,108.3915,12.8984,175.8225,1,1
9671,1,190.08,115.5,4.0,94.5,14.5192,117.264,13.7784,193.956,8.7752,175.9695,9.9784,175.4865,14.1888,122.86838824694618,13.508,149.6145,3,0
9672,4,178.16,73.5,6.4,42.0,12.1096,115.668,12.7056,181.2405,9.5976,195.9405,9.3256,173.082,15.4504,117.642,13.1024,171.4965,1,0
9673,3,116.62,73.5,3.2,10.5,12.3096,115.752,13.2208,187.698,10.2736,198.3765,9.3728,169.2395625349097,13.2608,122.472,11.9024,159.957,3,0
9674,4,138.58,94.5,7.2,63.0,14.732,126.6405,14.4512,167.643,9.7008,193.557,8.5608,155.988,15.0888,99.792,12.1648,163.821,1,0
9675,3,212.32,63.0,11.2,84.0,14.2104,133.098,13.0216,184.8105,9.6672,191.541,8.1984,162.54,15.8408,120.414,12.1816,142.863,3,0
9676,4,100.7,84.0,5.6,84.0,14.4,143.6925,12.9368,180.915,9.4272,190.869,9.8272,169.2395625349097,14.9472,130.2945,11.9168,164.7555,1,0
9677,4,134.28,115.5,3.2,115.5,15.4824,126.084,13.0848,174.972,9.5168,181.6395,9.5904,156.492,16.1264,123.48,12.3992,154.1505,1,0
9678,0,107.87,31.5,8.8,31.5,14.06,132.7305,15.024,176.778,9.2528,189.4935,10.5072,169.2395625349097,15.0064,110.7015,12.2288,149.667,2,0
9679,1,117.14,136.5,3.2,31.5,15.7808,130.3575,15.2456,171.864,11.1472,205.9155,7.8288,172.116,15.728,143.5035,12.8904,168.5308173850917,3,0
9680,0,68.43,63.0,6.4,63.0,15.124,138.5475,14.4328,191.5095,10.8736,216.909,9.5552,153.657,16.6608,121.716,10.4696,126.7035,2,0
9681,0,106.73,73.5,9.6,73.5,14.6872,136.185,12.5008,199.3635,8.5272,202.734,8.9328,181.083,14.8808,99.1515,12.7144,153.657,2,0
9682,2,112.31,63.0,0.0,136.5,13.5208,124.425,14.4584,183.8943132959058,9.2088,188.076,10.2536,192.045,17.9824,146.4435,11.6904,179.466,0,0
9683,0,103.57,21.0,9.6,84.0,13.9752,112.098,13.7632,183.8943132959058,8.8,192.9375,10.3176,166.7505,15.1208,140.532,12.624,141.246,2,1
9684,4,93.95,31.5,10.4,94.5,13.24,115.437,14.0696,180.4425,10.0144,199.78686732152738,8.9384,185.4195,13.4448,142.653,12.0248,179.2455,1,0
9685,2,68.76,94.5,4.8,84.0,14.452,126.588,13.69768284260269,187.824,9.0416,186.9945,9.0808,177.6915,15.2632,120.4035,12.7248,177.9015,0,0
9686,3,229.61,52.5,8.0,136.5,14.1264,114.345,13.1072,199.941,7.8528,195.594,8.8592,174.7095,18.1112,117.2325,11.2984,214.0635,3,1
9687,1,110.91,84.0,2.4,31.5,14.7776,124.341,14.3816,177.597,10.5272,199.78686732152738,8.4024,170.4045,14.7144,148.785,13.0272,168.5308173850917,3,0
9688,4,153.18,52.5,10.4,105.0,13.112,124.4985,14.6968,187.3095,10.1776,195.405,9.4248,203.4375,14.96,142.0335,13.6768,168.5308173850917,1,0
9689,2,122.83,52.5,0.0,178.5,14.8176,111.8775,12.1192,211.218,8.5112,200.5185,7.4952,169.2395625349097,14.3456,126.4725,13.1432,169.26,0,0
9690,1,127.56,136.5,0.0,10.5,14.248,119.217,13.2976,190.5645,10.2312,194.5545,10.7376,149.835,16.4456,128.268,12.2712,187.1415,3,1
9691,3,140.33,147.0,6.4,63.0,14.7744,132.5415,13.4776,183.8655,10.8848,219.009,9.0232,162.96,13.8696,101.514,11.0656,185.2725,3,0
9692,2,157.56,42.0,4.8,73.5,15.6504,126.336,13.6648,188.0235,9.0248,182.658,7.3936,154.6335,15.7824,133.602,13.2536,157.3425,0,0
9693,4,83.34,73.5,12.0,105.0,14.004,113.9565,14.0408,189.483,10.4624,171.8955,9.56,171.5175,15.0312,102.9525,11.9616,174.9615,1,0
9694,2,141.05,10.5,5.6,63.0,13.6504,124.992,12.76,179.7915,9.7024,207.1335,8.3,181.44,14.048,107.121,12.5392,174.153,0,1
9695,2,153.44,136.5,4.0,105.0,13.4872,103.152,13.4768,183.393,9.1416,208.425,7.4144,169.2395625349097,13.0008,120.246,14.5784,158.004,0,0
9696,4,91.34,84.0,4.8,73.5,12.896,126.1365,13.348,203.784,10.4944,205.4325,9.6224,188.0235,15.196,148.155,13.0256,190.512,1,0
9697,1,148.26,147.0,3.2,21.0,14.88,126.042,13.0448,176.2005,10.3096,204.141,9.8224,174.867,16.2928,130.5045,12.9,179.739,3,0
9698,2,78.32,63.0,4.8,126.0,14.2576,118.3455,13.632,186.1335,9.9184,199.78686732152738,9.3808,166.005,14.0784,128.814,12.9744,183.225,0,0
9699,2,129.1,52.5,2.4,105.0,13.6128,123.8685,12.6232,178.626,9.2128,187.866,9.7912,174.279,14.76,134.064,12.616,160.7655,0,0
9700,3,104.5,0.0,10.4,42.0,12.7624,119.994,13.8848,184.485,8.7728,199.78686732152738,10.8848,141.456,14.5272,147.798,12.2944,142.0965,3,0
9701,0,141.19,31.5,13.6,10.5,13.808,112.5075,13.4528,184.5375,9.0496,208.4565,9.5768,163.737,15.276,119.9415,10.9984,203.28,2,0
9702,1,108.72,21.0,4.8,105.0,13.5728,136.143,13.5504,178.2165,9.2432,200.6445,9.908,165.438,13.5792,123.3645,12.7656,163.821,3,0
9703,2,127.77,52.5,6.4,136.5,13.5688,133.6125,12.2344,186.3645,9.8112,198.7545,9.1104,147.2835,15.62,124.803,12.52185326061181,175.644,0,1
9704,1,86.04,94.5,5.6,63.0,14.704,128.079,14.2704,177.324,9.6488,201.5685,10.4912,182.553,16.9656,125.475,12.6856,187.4565,3,0
9705,4,102.57,42.0,17.6,31.5,15.368,124.7085,12.9344,204.9495,8.988,206.7765,8.4672,178.962,16.7184,118.6395,12.52185326061181,188.9265,1,0
9706,1,85.77,105.0,1.6,63.0,14.148,131.838,12.992,198.6705,9.132,199.78686732152738,8.0128,169.2495,14.4648,134.862,12.092,154.161,3,0
9707,3,159.19,105.0,5.6,73.5,14.0896,106.8375,14.7352,164.43,8.8536,194.943,9.732,171.0765,13.588,132.615,12.9208,213.633,3,1
9708,3,181.07,73.5,4.8,52.5,15.5856,110.061,13.3928,167.0655,9.8576,200.9805,9.204,169.7325,13.3656,122.86838824694618,11.8208,161.91,3,0
9709,1,145.19,136.5,3.2,42.0,14.864,94.0065,14.288,183.8943132959058,10.62,179.7915,9.6448,175.4445,15.7792,140.595,12.4112,175.476,3,0
9710,4,88.14,42.0,4.8,42.0,13.6824,126.084,12.636,199.185,10.1312,213.129,8.3464,201.0435,14.8856,122.86838824694618,12.0328,174.888,1,0
9711,1,94.63,168.0,1.6,105.0,14.6456,147.7875,15.104,181.5555,9.3592,200.634,7.8432,160.251,15.334764208456244,111.6675,13.4824,140.4165,3,0
9712,4,91.29,73.5,8.8,42.0,14.4888,133.287,14.2816,179.928,9.3904,187.551,9.3376,169.2395625349097,13.6024,115.0905,11.3304,181.9965,1,0
9713,3,58.66,157.5,8.8,31.5,12.7824,115.689,12.2984,158.1195,9.5688,215.208,9.0976,167.2965,14.0664,123.7215,13.08,187.4355,3,0
9714,2,131.23,31.5,4.8,115.5,13.7184,125.664,14.7112,171.486,9.0304,197.379,9.3712,183.3405,15.1264,122.6295,14.7096,195.72,0,0
9715,3,82.01,94.5,9.6,31.5,15.0736,139.2615,12.5896,188.328,9.380174600844192,210.63,8.0552,173.943,15.6544,111.867,14.2792,168.5308173850917,3,0
9716,0,67.9,0.0,8.0,0.0,15.3936,126.7245,15.2848,187.0155,9.472,201.9045,8.848,162.6345,15.334764208456244,109.2315,12.52185326061181,152.6175,2,0
9717,1,273.08,84.0,0.8,0.0,14.3912,126.2415,14.296,192.906,10.2232,174.7095,9.4584,156.555,14.6896,124.152,11.7744,180.3165,3,0
9718,3,77.45,94.5,6.4,52.5,13.9352,128.4885,12.9632,183.8943132959058,10.1504,194.7015,9.3744,163.8945,14.252,122.86838824694618,12.52185326061181,167.958,3,0
9719,2,90.47,31.5,9.6,105.0,14.7824,101.514,14.8008,186.186,9.7928,188.1705,7.3824,165.9105,15.3464,108.8745,12.3672,166.3935,0,0
9720,2,159.22,10.5,8.8,52.5,14.5648,106.8165,13.1128,178.8885,9.752,211.2075,8.2088,141.0255,16.1416,127.365,14.6792,164.4615,0,1
9721,0,176.55,63.0,11.2,31.5,13.6384,129.402,14.1392,194.397,8.0064,205.4115,9.5088,159.327,16.4608,125.7165,12.344,137.886,2,1
9722,4,108.31,126.0,11.2,84.0,14.6504,110.6385,14.612,182.112,9.272,195.6675,9.8496,146.58,17.4088,120.3405,11.9992,147.0525,1,0
9723,0,94.89,42.0,6.4,63.0,15.1016,130.683,13.6072,182.784,11.064,204.2565,7.7696,167.1495,15.4048,127.512,12.3712,147.3045,2,0
9724,4,74.71,52.5,4.8,147.0,14.2128,114.639,13.2136,162.9075,8.2504,198.87,8.5632,195.5205,17.0744,145.95,12.2096,188.0025,1,0
9725,1,68.97,136.5,4.0,42.0,15.6176,127.869,12.1216,196.182,10.3992,200.34,8.5432,165.837,15.8664,110.229,12.4456,194.7855,3,0
9726,1,138.66,94.5,3.2,10.5,15.3224,126.756,13.7664,172.893,8.68,211.0395,8.7272,178.143,15.124,135.9225,12.5944,168.5308173850917,3,0
9727,4,91.11,63.0,11.2,105.0,15.8592,128.016,12.3248,180.831,9.3088,193.2315,10.5552,180.2325,15.2928,127.2915,13.1776,160.65,1,0
9728,1,209.41,73.5,2.4,52.5,15.6968,119.3325,13.4488,178.479,9.4168,207.963,7.9256,156.891,15.334764208456244,131.544,13.152,185.8395,3,0
9729,1,105.75,84.0,4.0,42.0,13.672,115.0065,13.1912,191.394,9.1992,210.168,9.4384,152.4075,15.0192,118.629,12.4016,144.1335,3,0
9730,1,169.31,42.0,2.4,105.0,13.2024,114.8385,14.636,158.5185,8.4672,222.075,10.508,169.2075,16.3,137.172,13.516,182.469,3,0
9731,0,127.89390483856542,84.0,3.2,94.5,14.7584,108.171,13.2824,191.9925,9.6464,191.184,8.824,169.0815,15.7856,118.587,14.1736,120.4245,2,0
9732,1,175.34,168.0,2.4,63.0,13.784,116.13,14.036,186.2805,8.8424,201.3585,10.0224,169.2395625349097,15.6408,91.665,12.4408,184.8105,3,1
9733,3,113.45,84.0,8.0,136.5,15.1272,138.9045,14.944,197.7045,8.0728,199.78686732152738,9.143454445837396,168.5985,16.544,116.8335,13.7592,169.3545,3,1
9734,0,104.84,52.5,6.4,31.5,14.9808,113.9985,13.8424,182.385,9.528,186.438,8.6456,158.067,16.3888,122.86838824694618,12.8744,194.439,2,0
9735,1,106.62,136.5,4.0,42.0,14.1728,108.276,13.69768284260269,189.1365,9.9712,197.19,7.908,179.823,15.6536,107.1525,13.7152,165.774,3,1
9736,2,150.32,94.5,3.2,73.5,13.9664,124.3095,13.8272,188.727,9.7224,206.5245,9.9144,178.1115,13.2096,117.3585,14.8272,167.9055,0,0
9737,2,133.51,21.0,6.4,126.0,13.7,122.598,11.6392,181.902,8.3696,196.9485,8.4032,183.6765,14.8744,118.7865,13.5184,165.144,0,0
9738,0,147.95,94.5,5.6,21.0,13.152,130.9035,12.164,181.083,7.932,202.902,9.9776,156.3345,14.3064,104.9055,12.8112,178.92,2,0
9739,1,140.23,0.0,10.4,147.0,15.6376,113.736,13.8664,191.6355,9.6672,186.1125,8.0824,165.228,17.4056,111.6045,12.52185326061181,193.1475,3,0
9740,0,119.35,52.5,8.0,63.0,14.241585379434216,117.1485,13.69768284260269,179.7915,9.8496,210.504,8.6032,182.469,13.1896,77.175,12.1728,165.4485,2,0
9741,2,76.82,105.0,1.6,31.5,14.172,113.988,15.3464,186.6375,9.8032,192.801,8.86,191.3415,14.968,118.0515,15.0456,168.168,0,0
9742,2,226.0,94.5,6.4,136.5,14.4336,104.517,13.1024,199.395,9.5552,199.78686732152738,10.06,159.8625,15.334764208456244,112.1505,13.5784,176.4315,0,1
9743,4,139.71,115.5,7.2,52.5,14.5408,124.4355,12.5848,186.585,9.5984,198.6915,9.008,189.42,14.6648,121.8945,12.2904,181.146,1,0
9744,0,135.33,52.5,2.4,94.5,14.4216,121.863,13.69768284260269,185.7135,9.7696,199.668,9.4048,163.758,17.3064,119.112,12.8424,157.9725,2,0
9745,3,92.71,0.0,10.4,21.0,14.8248,123.606,13.8976,200.2665,9.256,191.8665,8.4304,166.1205,14.4896,118.986,12.3584,163.7055,3,0
9746,0,166.73,73.5,5.6,63.0,14.1176,146.3385,13.9704,193.725,9.6072,202.125,10.1096,158.0145,15.1736,122.86838824694618,12.52185326061181,190.4595,2,0
9747,4,168.96,105.0,4.8,73.5,14.5088,126.294,13.2288,180.495,8.6272,236.061,10.0968,190.596,15.5104,93.387,12.1904,148.4595,1,0
9748,1,88.25,73.5,3.2,73.5,12.4704,109.4205,13.068,186.249,8.5448,210.693,9.4088,168.189,15.676,109.494,12.4048,163.842,3,1
9749,3,128.52,73.5,4.8,73.5,13.7072,117.558,13.7344,185.4825,9.7728,203.8995,7.5912,191.2365,14.1576,122.86838824694618,14.464,203.7315,3,1
9750,0,157.07,10.5,10.4,42.0,13.5784,132.909,14.1848,178.1325,8.3304,212.163,10.072,176.106,18.5096,159.6105,11.4568,154.329,2,1
9751,4,131.65,31.5,8.8,21.0,14.1768,138.7155,13.6728,185.325,8.8296,213.885,8.9456,189.9345,15.0336,123.0495,11.5264,172.9035,1,0
9752,0,125.93,42.0,4.8,73.5,16.0464,130.788,12.8664,182.0805,9.5592,209.2545,9.6184,176.0955,15.334764208456244,87.402,11.3672,174.8145,2,0
9753,3,150.48,31.5,8.0,31.5,14.2744,128.6775,13.4512,188.9685,9.9528,210.9975,8.5008,173.6595,14.2176,90.762,12.2592,155.0325,3,1
9754,4,100.43,84.0,10.4,42.0,14.7312,115.668,13.6448,186.1755,10.5296,199.521,9.6784,175.5495,14.5944,108.36,12.52185326061181,177.513,1,0
9755,1,163.14,115.5,4.0,73.5,13.1336,120.771,15.3392,183.2775,9.4376,215.145,8.908,151.2525,14.848,116.6235,13.6528,173.838,3,0
9756,4,127.28,94.5,16.8,73.5,14.3,112.854,14.2352,178.2165,10.1648,203.0175,8.4256,206.8815,15.2568,122.86838824694618,13.4288,188.5065,1,0
9757,1,87.44,10.5,1.6,52.5,14.1888,130.8195,14.8288,177.261,10.936,204.603,9.292,169.2395625349097,14.2008,131.187,12.712,149.457,3,0
9758,4,116.9,84.0,4.0,94.5,15.7416,131.7645,13.4112,195.027,9.3144,189.7455,10.0344,180.1485,16.0232,116.97,13.0136,148.9425,1,0
9759,3,77.1,94.5,4.8,21.0,13.9184,113.19,14.3208,176.925,9.1704,197.9145,8.788,168.567,14.5432,119.427,12.1936,173.3655,3,1
9760,1,106.66,136.5,2.4,63.0,13.3664,124.215,13.5496,193.3155,8.66,195.636,9.9296,176.043,14.3592,96.117,13.8272,174.3945,3,0
9761,0,219.63,42.0,7.2,84.0,13.7736,126.042,12.456,180.1905,10.1888,222.0225,7.0352,178.0065,15.3776,122.052,12.5488,144.858,2,0
9762,4,126.8,63.0,12.0,105.0,14.4824,135.1035,15.1072,175.5705,9.2976,174.72,8.3368,149.0895,15.334764208456244,103.383,13.0288,177.7125,1,0
9763,1,104.31,0.0,1.6,136.5,13.9648,130.095,13.1992,179.97,9.5752,203.9205,8.0408,179.928,15.7944,115.5945,11.7848,132.5625,3,0
9764,3,134.73,84.0,6.4,63.0,14.3024,135.03,15.024,188.4855,9.1656,178.29,7.656,169.491,16.492,137.1825,13.2024,170.058,3,0
9765,0,133.93,84.0,6.4,73.5,13.4448,127.6695,13.1888,202.2825,10.336,192.612,9.1344,169.2395625349097,15.4,136.605,12.52185326061181,176.1795,2,0
9766,1,112.94,73.5,7.2,84.0,12.7256,123.48,13.4224,175.6125,9.8528,216.993,9.8744,172.431,15.2352,139.734,11.7296,163.1175,3,1
9767,1,123.5,52.5,0.8,63.0,14.2392,133.182,12.1656,185.934,8.5416,183.624,9.1888,173.0715,14.4008,128.4465,12.6736,155.7255,3,0
9768,3,132.4,63.0,8.0,84.0,13.6832,123.312,12.0192,190.7955,9.1976,200.3295,9.7016,174.7305,13.2328,139.7865,13.0792,199.626,3,0
9769,0,129.76,42.0,6.4,52.5,14.1224,127.7745,13.8368,180.8415,9.48,193.137,8.5344,157.9095,16.8328,142.3695,12.52185326061181,148.029,2,0
9770,4,151.83,42.0,6.4,31.5,13.8256,121.0755,14.2824,175.959,9.3384,195.3525,10.476,173.586,15.3952,122.262,11.904,169.0605,1,0
9771,2,138.98,94.5,6.4,84.0,14.6168,134.8305,13.5528,174.3525,9.3352,205.338,9.0192,149.4675,15.176,113.421,11.7672,155.1375,0,0
9772,4,189.71,136.5,12.0,52.5,14.1688,134.022,13.08,166.026,8.7232,199.78686732152738,9.9512,150.5175,15.1536,108.78,11.32,162.4245,1,0
9773,0,70.43,84.0,4.8,73.5,14.8936,142.0755,13.9728,207.3855,10.5432,197.2845,8.2704,169.2395625349097,16.3192,117.033,12.3456,156.765,2,0
9774,2,203.37,31.5,8.8,73.5,15.3744,122.577,13.0896,173.544,8.2704,199.78686732152738,8.7624,169.5015,14.3344,113.799,12.38,169.869,0,0
9775,1,116.77,147.0,2.4,52.5,14.3472,118.9125,12.5192,173.817,9.7256,202.8915,9.5176,179.655,15.8048,132.426,13.0424,162.708,3,1
9776,2,142.04,52.5,4.8,84.0,14.241585379434216,119.742,14.332,169.5855,10.6512,199.479,8.8136,169.2395625349097,15.5,130.1475,12.52185326061181,179.4135,0,0
9777,3,113.91,31.5,8.8,42.0,14.241585379434216,123.2073365962834,14.6736,181.146,10.2288,202.167,8.6712,178.0695,12.0856,128.079,11.8288,183.876,3,0
9778,4,289.89,126.0,8.8,52.5,13.3232,146.58,13.7736,173.5965,8.0976,213.591,7.5368,169.2395625349097,14.528,120.603,12.9968,166.1415,1,0
9779,0,168.42,84.0,3.2,73.5,14.6912,131.2395,14.3112,193.8405,9.6816,207.8895,9.648,160.713,15.9448,107.7615,12.1176,169.008,2,1
9780,2,132.76,94.5,5.6,63.0,13.7216,116.151,14.1064,180.957,11.0952,197.337,10.7728,210.567,16.3208,115.71,13.228,190.1235,0,1
9781,3,165.87,73.5,6.4,52.5,12.9632,121.002,13.0064,173.6175,9.928,190.6485,8.5296,154.833,14.8568,101.283,13.8024,169.113,3,0
9782,1,166.05,189.0,2.4,31.5,14.4568,122.6295,12.1744,194.145,9.1512,203.9835,9.3184,163.632,14.5704,145.9605,11.2248,158.5605,3,0
9783,3,59.99,115.5,8.0,52.5,14.4584,128.94,13.5768,198.5865,9.0872,201.348,8.7928,173.712,17.0072,138.999,13.792,141.771,3,0
9784,3,119.18,0.0,8.8,31.5,12.7008,109.9035,13.9704,167.895,8.888,204.582,9.1584,178.92,13.9048,123.0915,13.7944,168.5308173850917,3,0
9785,4,177.63,147.0,5.6,105.0,14.8472,126.7665,13.0088,187.782,10.5376,187.7295,10.4712,175.2765,15.2272,139.8705,12.7152,168.5308173850917,1,1
9786,3,75.74,84.0,8.0,94.5,14.4368,111.111,13.2808,174.3105,8.064,183.75,10.024,186.081,14.9544,100.3065,12.1976,126.7665,3,0
9787,4,66.72,84.0,12.0,84.0,15.3656,122.367,14.0064,184.317,9.696,217.9695,9.4256,148.575,15.334764208456244,86.9505,12.7272,173.0715,1,0
9788,0,83.2,115.5,8.0,42.0,15.1544,98.0175,13.108,194.229,7.4344,192.318,9.3424,181.293,15.334764208456244,106.2915,14.3144,157.1325,2,0
9789,0,98.28,73.5,9.6,42.0,15.2448,127.8585,14.388,187.1205,8.8088,193.683,9.2944,173.9325,15.334764208456244,103.3305,12.52185326061181,143.619,2,0
9790,0,111.55,42.0,13.6,84.0,14.1144,113.3475,13.9248,190.764,9.5832,194.061,9.8664,147.336,15.334764208456244,107.0055,13.3776,177.6915,2,0
9791,3,129.9,147.0,6.4,126.0,14.444,119.1645,14.3872,189.5985,10.5904,221.4345,9.143454445837396,162.2775,12.6808,131.04,11.292,164.3775,3,0
9792,2,164.44,147.0,3.2,115.5,14.3888,129.276,14.5944,192.6225,8.616,210.6195,8.072,137.445,15.8608,136.0485,11.7984,176.9565,0,0
9793,1,111.36,94.5,2.4,73.5,13.76,116.781,12.9664,173.3025,9.0744,206.724,8.6944,183.5715,15.0992,136.227,13.1024,193.2525,3,0
9794,4,161.78,63.0,8.0,42.0,14.6216,122.7345,14.8304,179.9595,8.3752,209.5275,8.1776,199.857,14.936,136.185,12.1264,193.6935,1,0
9795,1,84.86,136.5,4.0,84.0,14.4984,104.0865,13.9272,170.7825,8.8016,198.7755,9.152,163.464,12.628,144.165,12.6216,153.7305,3,1
9796,4,85.53,63.0,11.2,105.0,12.9176,133.6545,14.3824,183.8445,7.7928,199.878,8.8688,156.975,15.4272,113.988,12.9096,172.7565,1,0
9797,2,139.16,52.5,6.4,84.0,14.9072,116.235,13.8456,197.631,9.380174600844192,197.652,8.5928,163.2645,18.1736,130.6935,11.2792,166.7715,0,0
9798,3,111.22,168.0,6.4,115.5,14.3744,131.292,13.912,188.706,9.6312,191.8035,8.7152,171.213,16.416,148.2075,13.4232,152.3865,3,0
9799,2,93.44,10.5,4.8,31.5,14.2544,119.658,13.8232,178.5315,11.6744,217.203,8.1048,166.3305,15.7784,138.7365,12.824,179.4135,0,0
9800,4,181.85,115.5,4.8,126.0,14.9704,130.4835,13.1024,173.4075,9.8536,212.457,7.6552,172.2735,14.8896,102.1545,11.7008,163.2645,1,1
9801,3,67.46,147.0,13.6,31.5,14.7064,123.333,12.9624,183.8943132959058,9.6992,200.886,7.184,173.8695,15.4464,142.2015,14.336,216.3315,3,0
9802,2,128.3,31.5,3.2,31.5,12.8568,120.5295,12.44,185.388,10.3264,199.78686732152738,8.8296,147.5985,17.4592,128.7615,11.9416,184.38,0,0
9803,3,136.62,115.5,8.0,21.0,14.6384,134.2635,13.404,169.596,10.6136,186.795,10.4136,175.7805,16.6384,105.0315,11.8432,145.53,3,1
9804,2,103.32,73.5,1.6,73.5,13.5352,134.841,12.7744,184.4745,8.8888,189.231,8.8448,169.2395625349097,16.1512,137.739,12.7104,155.862,0,1
9805,2,71.44,10.5,4.8,84.0,14.0592,119.0805,12.7096,183.33,7.7016,210.945,9.6224,171.864,12.5032,106.9425,14.4168,167.979,0,0
9806,3,131.14,84.0,8.0,21.0,13.432,122.115,12.7768,188.58,8.8192,207.837,7.5352,164.9445,16.724,108.1815,12.52185326061181,166.131,3,0
9807,4,88.26,73.5,8.8,84.0,13.8616,112.749,13.6232,172.053,9.2376,192.696,9.8048,190.8375,15.304,133.602,12.576,160.797,1,0
9808,1,118.87,52.5,3.2,0.0,14.0528,111.5835,14.1664,179.991,8.1832,199.78686732152738,8.3312,170.331,15.9936,104.496,12.7368,187.488,3,0
9809,3,113.3,94.5,8.8,42.0,15.0896,123.144,13.8912,188.895,9.4632,204.9915,10.6624,167.853,15.5792,132.8145,13.304,169.218,3,0
9810,0,130.43,115.5,6.4,42.0,14.32,122.7135,14.152,183.4455,10.0192,189.462,8.3864,175.0665,15.0472,139.461,11.8408,144.417,2,1
9811,3,219.91,73.5,3.2,31.5,13.5736,117.9885,14.6528,179.7495,9.4952,191.8455,8.8048,174.279,14.1792,125.0025,13.3464,172.977,3,1
9812,0,87.29,52.5,6.4,73.5,14.188,127.575,13.1952,183.8943132959058,8.6936,200.445,8.7192,169.2395625349097,17.0232,96.2535,11.7072,166.572,2,0
9813,1,159.21,220.5,1.6,21.0,14.9584,106.1445,14.5376,183.8943132959058,10.4696,182.532,9.3848,174.741,16.1216,118.3245,12.8896,160.86,3,0
9814,1,133.11,21.0,1.6,42.0,13.4384,124.782,12.9096,192.612,9.8664,207.9735,9.3744,183.624,15.9864,142.8945,11.6104,146.79,3,0
9815,3,251.99,31.5,12.8,84.0,14.6928,133.8225,14.0088,183.8943132959058,8.3904,201.81,9.4936,181.1565,14.564,102.711,12.5184,151.347,3,1
9816,0,124.37,52.5,10.4,63.0,14.2712,122.7975,13.6008,180.684,9.7472,196.4655,9.9672,148.5855,15.7496,136.605,12.4344,196.665,2,0
9817,4,158.6,94.5,5.6,21.0,14.472,100.8525,13.8992,177.5025,7.3976,190.659,9.6832,147.4305,14.044,107.751,13.0,154.476,1,0
9818,1,122.57,63.0,0.8,31.5,12.6944,106.0605,13.624,180.243,10.4464,190.512,9.5416,157.08,16.2408,141.4455,11.4904,189.504,3,0
9819,2,130.81,126.0,4.0,31.5,14.3048,122.535,13.0744,189.966,9.8312,195.783,8.6664,149.352,18.02,110.082,9.9368,185.556,0,1
9820,1,173.35,189.0,3.2,31.5,12.8936,105.147,14.8576,187.362,8.6792,211.9635,9.088,154.6335,16.2472,145.95,12.956,185.1255,3,1
9821,4,123.71,73.5,8.8,84.0,13.588,113.274,13.69768284260269,166.2675,11.0912,200.235,8.916,159.432,16.292,114.282,12.0776,176.2215,1,0
9822,3,104.76,84.0,4.8,63.0,14.3336,107.6985,14.1688,188.6115,9.5296,210.1785,8.5392,172.053,13.976,142.401,12.2296,197.7255,3,0
9823,2,142.09,84.0,8.8,21.0,13.3792,107.1315,14.2648,171.2445,9.32,187.9815,8.1408,150.087,15.476,125.601,11.6864,167.937,0,0
9824,2,121.47,42.0,7.2,84.0,14.8352,124.8555,13.6624,163.863,9.9216,184.1175,10.2032,168.798,16.6256,135.303,12.52185326061181,174.6465,0,0
9825,3,141.25,94.5,3.2,21.0,13.9712,108.6225,14.0096,187.1415,9.3672,201.327,7.7064,162.8655,15.8936,122.86838824694618,12.096,167.454,3,0
9826,1,87.79,84.0,2.4,73.5,13.8696,129.6225,14.1464,215.922,9.9912,194.7645,9.4384,163.212,16.5944,136.6995,12.2296,190.9005,3,0
9827,0,86.39,63.0,8.8,73.5,14.4744,125.118,13.2736,193.8405,9.2904,212.1315,9.1088,145.383,13.9256,126.5775,12.1976,179.8965,2,0
9828,0,145.47,105.0,10.4,31.5,13.5032,117.6105,14.8016,196.9275,10.1472,207.018,10.1912,162.9495,16.9144,107.9505,13.576,154.014,2,0
